"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+02:00","Lopetusaika UTC+02:00","Sähköntuotantoennuste - päivittyvä tuntienergiatieto"
"2021-01-29 16:00:00","2021-01-29 17:00:00","2021-01-29 18:00:00","2021-01-29 19:00:00","10177.255983"
"2021-01-29 17:00:00","2021-01-29 18:00:00","2021-01-29 19:00:00","2021-01-29 20:00:00","10145.651343"
"2021-01-29 18:00:00","2021-01-29 19:00:00","2021-01-29 20:00:00","2021-01-29 21:00:00","9888.339953"
"2021-01-29 19:00:00","2021-01-29 20:00:00","2021-01-29 21:00:00","2021-01-29 22:00:00","9642.52877"
"2021-01-29 20:00:00","2021-01-29 21:00:00","2021-01-29 22:00:00","2021-01-29 23:00:00","9349.557718"
"2021-01-29 21:00:00","2021-01-29 22:00:00","2021-01-29 23:00:00","2021-01-30 00:00:00","9162.15437"
"2021-01-29 22:00:00","2021-01-29 23:00:00","2021-01-30 00:00:00","2021-01-30 01:00:00","9000.538698"
"2021-01-29 23:00:00","2021-01-30 00:00:00","2021-01-30 01:00:00","2021-01-30 02:00:00","9039.121934"
"2021-01-30 00:00:00","2021-01-30 01:00:00","2021-01-30 02:00:00","2021-01-30 03:00:00","8995.6963"
"2021-01-30 01:00:00","2021-01-30 02:00:00","2021-01-30 03:00:00","2021-01-30 04:00:00","9087.134302"
"2021-01-30 02:00:00","2021-01-30 03:00:00","2021-01-30 04:00:00","2021-01-30 05:00:00","9062.28703"
"2021-01-30 03:00:00","2021-01-30 04:00:00","2021-01-30 05:00:00","2021-01-30 06:00:00","9117.001025"
"2021-01-30 04:00:00","2021-01-30 05:00:00","2021-01-30 06:00:00","2021-01-30 07:00:00","9260.595879"
"2021-01-30 05:00:00","2021-01-30 06:00:00","2021-01-30 07:00:00","2021-01-30 08:00:00","9435.048729"
"2021-01-30 06:00:00","2021-01-30 07:00:00","2021-01-30 08:00:00","2021-01-30 09:00:00","9679.90394"
"2021-01-30 07:00:00","2021-01-30 08:00:00","2021-01-30 09:00:00","2021-01-30 10:00:00","9848.072238"
"2021-01-30 08:00:00","2021-01-30 09:00:00","2021-01-30 10:00:00","2021-01-30 11:00:00","9987.529661"
"2021-01-30 09:00:00","2021-01-30 10:00:00","2021-01-30 11:00:00","2021-01-30 12:00:00","9916.325745"
"2021-01-30 10:00:00","2021-01-30 11:00:00","2021-01-30 12:00:00","2021-01-30 13:00:00","9859.02637"
"2021-01-30 11:00:00","2021-01-30 12:00:00","2021-01-30 13:00:00","2021-01-30 14:00:00","9804.569257"
"2021-01-30 12:00:00","2021-01-30 13:00:00","2021-01-30 14:00:00","2021-01-30 15:00:00","9673.379655"
"2021-01-30 13:00:00","2021-01-30 14:00:00","2021-01-30 15:00:00","2021-01-30 16:00:00","9551.130887"
"2021-01-30 14:00:00","2021-01-30 15:00:00","2021-01-30 16:00:00","2021-01-30 17:00:00","9658.037079"
"2021-01-30 15:00:00","2021-01-30 16:00:00","2021-01-30 17:00:00","2021-01-30 18:00:00","9761.589047"
"2021-01-30 16:00:00","2021-01-30 17:00:00","2021-01-30 18:00:00","2021-01-30 19:00:00","9818.627196"
"2021-01-30 17:00:00","2021-01-30 18:00:00","2021-01-30 19:00:00","2021-01-30 20:00:00","9834.552899"
"2021-01-30 18:00:00","2021-01-30 19:00:00","2021-01-30 20:00:00","2021-01-30 21:00:00","9642.798765"
"2021-01-30 19:00:00","2021-01-30 20:00:00","2021-01-30 21:00:00","2021-01-30 22:00:00","9398.153469"
"2021-01-30 20:00:00","2021-01-30 21:00:00","2021-01-30 22:00:00","2021-01-30 23:00:00","9007.033644"
"2021-01-30 21:00:00","2021-01-30 22:00:00","2021-01-30 23:00:00","2021-01-31 00:00:00","8565.27417"
"2021-01-30 22:00:00","2021-01-30 23:00:00","2021-01-31 00:00:00","2021-01-31 01:00:00","8352.78525"
"2021-01-30 23:00:00","2021-01-31 00:00:00","2021-01-31 01:00:00","2021-01-31 02:00:00","8251.416927"
"2021-01-31 00:00:00","2021-01-31 01:00:00","2021-01-31 02:00:00","2021-01-31 03:00:00","8115.721026"
"2021-01-31 01:00:00","2021-01-31 02:00:00","2021-01-31 03:00:00","2021-01-31 04:00:00","8046.833902"
"2021-01-31 02:00:00","2021-01-31 03:00:00","2021-01-31 04:00:00","2021-01-31 05:00:00","8030.157904"
"2021-01-31 03:00:00","2021-01-31 04:00:00","2021-01-31 05:00:00","2021-01-31 06:00:00","8053.118463"
"2021-01-31 04:00:00","2021-01-31 05:00:00","2021-01-31 06:00:00","2021-01-31 07:00:00","8142.97083"
"2021-01-31 05:00:00","2021-01-31 06:00:00","2021-01-31 07:00:00","2021-01-31 08:00:00","8328.364906"
"2021-01-31 06:00:00","2021-01-31 07:00:00","2021-01-31 08:00:00","2021-01-31 09:00:00","8378.022841"
"2021-01-31 07:00:00","2021-01-31 08:00:00","2021-01-31 09:00:00","2021-01-31 10:00:00","8445.678361"
"2021-01-31 08:00:00","2021-01-31 09:00:00","2021-01-31 10:00:00","2021-01-31 11:00:00","8660.531514"
"2021-01-31 09:00:00","2021-01-31 10:00:00","2021-01-31 11:00:00","2021-01-31 12:00:00","8777.513163"
"2021-01-31 10:00:00","2021-01-31 11:00:00","2021-01-31 12:00:00","2021-01-31 13:00:00","8843.639605"
"2021-01-31 11:00:00","2021-01-31 12:00:00","2021-01-31 13:00:00","2021-01-31 14:00:00","8723.612388"
"2021-01-31 12:00:00","2021-01-31 13:00:00","2021-01-31 14:00:00","2021-01-31 15:00:00","8573.024886"
"2021-01-31 13:00:00","2021-01-31 14:00:00","2021-01-31 15:00:00","2021-01-31 16:00:00","8514.595297"
"2021-01-31 14:00:00","2021-01-31 15:00:00","2021-01-31 16:00:00","2021-01-31 17:00:00","8738.674719"
"2021-01-31 15:00:00","2021-01-31 16:00:00","2021-01-31 17:00:00","2021-01-31 18:00:00","8994.417105"
"2021-01-31 16:00:00","2021-01-31 17:00:00","2021-01-31 18:00:00","2021-01-31 19:00:00","9255.210113"
"2021-01-31 17:00:00","2021-01-31 18:00:00","2021-01-31 19:00:00","2021-01-31 20:00:00","9293.88245"
"2021-01-31 18:00:00","2021-01-31 19:00:00","2021-01-31 20:00:00","2021-01-31 21:00:00","9141.597304"
"2021-01-31 19:00:00","2021-01-31 20:00:00","2021-01-31 21:00:00","2021-01-31 22:00:00","8875.312811"
"2021-01-31 20:00:00","2021-01-31 21:00:00","2021-01-31 22:00:00","2021-01-31 23:00:00","8490.29074"
"2021-01-31 21:00:00","2021-01-31 22:00:00","2021-01-31 23:00:00","2021-02-01 00:00:00","8467.728929"
